Student Name,Operating System,Computer Networks,DBMS,DSA,LR,Maths,Study_Time,English_Score,Course Needed
Student 2945,92,87,64,82,76,68,3,61,0
Student 2946,53,81,82,74,51,52,7,62,1
Student 2947,62,96,86,68,97,58,7,96,0
Student 2948,76,72,71,86,76,66,8,74,1
Student 2949,54,76,84,92,96,69,8,75,0
Student 2950,59,77,90,74,66,84,5,59,1
Student 2951,66,60,85,97,65,75,8,84,0
Student 2952,73,68,53,52,89,98,4,90,1
Student 2953,58,79,81,94,89,72,8,93,0
Student 2954,54,89,100,74,50,94,1,100,0
Student 2955,83,55,67,60,56,73,5,81,1
Student 2956,97,98,82,72,81,51,5,78,0
Student 2957,61,59,54,75,51,62,3,74,1
Student 2958,80,85,76,97,100,100,4,53,0
Student 2959,54,67,57,58,93,55,7,74,1
Student 2960,73,88,76,83,87,54,5,93,0
Student 2961,75,91,58,64,90,77,4,89,0
Student 2962,82,77,85,73,60,70,1,100,0
Student 2963,78,100,94,51,53,69,5,96,0
Student 2964,77,69,52,68,90,87,3,88,0
Student 2965,60,86,56,68,91,94,7,57,1
Student 2966,53,54,62,99,65,54,4,79,1
Student 2967,64,98,53,74,100,62,8,68,1
Student 2968,65,86,89,98,71,90,1,51,0
Student 2969,89,65,85,74,68,59,1,95,0
Student 2970,60,61,55,68,58,65,4,51,1
Student 2971,63,53,60,50,90,91,8,65,1
Student 2972,51,78,85,81,73,52,2,79,1
Student 2973,94,55,72,76,56,59,2,80,1
Student 2974,68,54,83,90,78,62,1,82,1
Student 2975,76,95,79,84,100,77,6,52,0
Student 2976,77,95,87,98,62,85,5,76,0
Student 2977,75,96,61,63,80,95,4,86,0
Student 2978,55,70,53,80,56,65,6,97,1
Student 2979,87,77,67,90,87,51,6,66,1
Student 2980,88,82,61,75,71,75,2,95,0
Student 2981,51,85,98,91,72,71,1,60,0
Student 2982,57,75,96,98,54,77,4,90,0
Student 2983,53,98,80,84,92,94,1,72,0
Student 2984,95,50,77,96,78,54,1,73,1
Student 2985,77,61,99,63,63,79,1,80,1
Student 2986,97,89,79,99,94,83,5,95,0
Student 2987,66,89,90,81,50,99,5,51,0
Student 2988,72,50,93,54,59,77,8,95,1
Student 2989,81,61,55,95,66,63,7,60,1
Student 2990,51,56,66,66,90,65,4,50,1
Student 2991,74,65,88,94,77,68,7,50,1
Student 2992,60,100,88,86,100,56,4,91,0
Student 2993,77,67,66,86,63,75,5,52,1
Student 2994,51,61,97,79,54,54,1,77,1
Student 2995,80,78,61,51,75,77,3,59,1
Student 2996,79,69,73,55,94,81,1,91,0
Student 2997,99,58,96,96,82,70,3,71,0
Student 2998,92,84,90,99,85,66,1,81,0
Student 2999,50,97,61,97,79,92,8,89,0
Student 3000,83,94,50,92,86,98,5,86,0
Student 3001,81,79,77,97,65,99,8,54,0
Student 3002,79,93,76,63,69,53,6,87,1
Student 3003,50,82,72,86,83,94,4,87,0
Student 3004,69,90,100,54,95,71,7,60,0
Student 3005,62,76,81,91,50,76,5,62,1
Student 3006,86,64,85,96,82,90,3,79,0
Student 3007,91,58,65,71,55,79,7,50,1
Student 3008,88,95,63,76,78,95,8,60,0
Student 3009,55,51,84,57,57,94,6,100,1
Student 3010,50,91,82,58,99,80,5,52,1
Student 3011,68,78,97,84,64,74,8,69,0
Student 3012,72,64,57,52,95,72,2,76,1
Student 3013,63,71,72,58,55,68,5,58,1
Student 3014,84,87,54,76,97,68,5,51,1
Student 3015,64,74,80,63,53,69,5,67,1
Student 3016,90,89,93,81,100,91,1,61,0
Student 3017,96,94,77,71,58,91,2,94,0
Student 3018,75,77,100,66,77,62,4,67,1
Student 3019,84,53,72,73,58,85,6,76,1
Student 3020,81,88,65,54,68,79,8,54,1
Student 3021,64,72,57,53,90,76,8,84,1
Student 3022,70,72,93,95,85,95,3,89,0
Student 3023,81,81,97,63,97,51,4,54,1
Student 3024,85,82,100,89,54,66,1,54,0
Student 3025,58,53,57,61,59,89,8,72,1
Student 3026,95,91,68,88,54,83,6,72,0
Student 3027,72,85,72,65,53,53,5,80,1
Student 3028,98,54,95,50,100,59,6,56,1
Student 3029,58,98,95,70,73,79,6,81,0
Student 3030,96,54,94,83,62,64,3,83,0
Student 3031,79,50,88,97,97,98,8,93,0
Student 3032,73,57,90,91,54,59,4,83,1
Student 3033,87,79,92,78,90,58,2,66,0
Student 3034,81,94,63,57,91,89,7,61,0
Student 3035,77,92,72,74,75,59,6,55,1
Student 3036,77,94,66,95,50,74,5,91,0
Student 3037,95,55,52,90,91,53,6,59,1
Student 3038,67,61,60,50,79,81,7,86,1
Student 3039,96,80,75,91,59,74,5,100,0
Student 3040,66,95,64,72,96,91,4,94,0
Student 3041,54,90,81,78,67,53,7,86,1
Student 3042,71,79,50,94,63,81,5,87,1
Student 3043,99,90,73,91,62,76,8,85,0
Student 3044,100,99,88,93,66,98,4,95,0
Student 3045,69,58,65,100,90,95,2,56,0
Student 3046,67,100,72,81,82,55,6,87,0
Student 3047,76,95,84,84,84,68,6,59,0
Student 3048,80,86,94,83,60,59,7,73,0
Student 3049,89,99,90,90,51,56,6,83,0
Student 3050,52,95,69,92,78,80,4,96,0
Student 3051,58,57,62,63,74,93,1,72,1
Student 3052,56,77,62,87,100,86,3,54,1
Student 3053,64,95,72,69,76,93,2,62,0
Student 3054,85,82,98,53,56,57,1,74,1
Student 3055,58,74,74,90,61,83,4,71,1
Student 3056,79,57,69,63,58,85,4,94,1
Student 3057,82,78,99,70,71,71,2,65,0
Student 3058,91,83,92,69,52,94,5,87,0
Student 3059,52,53,71,62,60,89,3,75,1
Student 3060,64,72,97,85,89,84,7,89,0
Student 3061,82,97,72,85,73,58,6,63,0
Student 3062,57,72,65,88,62,92,7,76,1
Student 3063,88,99,69,86,87,100,3,59,0
Student 3064,65,73,63,99,79,58,6,76,1
Student 3065,66,62,53,55,60,55,2,73,1
Student 3066,79,74,88,71,81,97,4,89,0
Student 3067,66,88,72,71,63,96,5,78,0
Student 3068,77,52,60,51,84,71,5,89,1
Student 3069,63,69,77,57,55,57,3,76,1
Student 3070,95,97,65,53,99,83,2,79,0
Student 3071,56,97,76,88,86,68,6,69,0
Student 3072,61,72,69,58,89,78,4,72,1
Student 3073,54,72,70,84,98,69,1,66,1
Student 3074,100,70,84,51,74,82,2,99,0
Student 3075,65,65,61,77,82,56,4,97,1
Student 3076,74,64,51,71,97,96,7,78,0
Student 3077,63,84,52,87,64,100,3,67,1
Student 3078,94,69,98,71,63,95,1,81,0
Student 3079,61,68,89,98,69,60,4,77,1
Student 3080,54,56,99,99,56,63,3,98,1
Student 3081,56,83,53,84,51,94,7,64,1
Student 3082,55,56,85,94,75,87,1,50,1
Student 3083,71,87,69,96,86,94,3,69,0
Student 3084,66,98,93,89,50,92,2,59,0
Student 3085,88,60,87,89,98,85,3,89,0
Student 3086,59,85,80,84,70,94,8,64,0
Student 3087,50,93,97,93,75,94,5,78,0
Student 3088,61,87,52,90,65,53,4,61,1
Student 3089,78,92,94,70,76,52,4,71,0
Student 3090,99,97,88,70,61,88,3,96,0
Student 3091,90,60,79,61,94,85,4,77,0
Student 3092,73,80,73,51,63,76,5,64,1
Student 3093,71,52,83,78,53,81,7,71,1
Student 3094,98,89,89,90,94,54,8,56,0
Student 3095,59,77,75,60,100,95,1,99,0
Student 3096,65,64,71,92,78,87,2,52,1
Student 3097,70,66,63,91,84,100,5,95,0
Student 3098,100,91,66,57,63,80,1,67,1
Student 3099,55,68,75,73,59,79,8,65,1
Student 3100,54,66,97,71,61,100,1,60,1
Student 3101,88,53,74,69,73,90,8,58,1
Student 3102,56,63,85,67,66,98,7,69,1
Student 3103,85,90,66,67,58,97,5,56,1
Student 3104,75,77,51,54,81,56,3,89,1
Student 3105,85,74,96,58,76,75,3,92,0
Student 3106,76,51,91,73,60,71,7,64,1
Student 3107,50,94,62,99,91,91,8,59,0
Student 3108,93,100,78,63,73,50,7,94,0
Student 3109,97,99,72,79,96,67,8,86,0
Student 3110,78,64,96,57,85,55,7,82,1
Student 3111,88,55,54,92,89,89,4,55,1
Student 3112,91,95,89,52,54,96,8,69,0
Student 3113,53,79,96,62,98,70,5,91,0
Student 3114,61,89,100,98,89,97,8,75,0
Student 3115,68,64,52,96,65,67,6,52,1
Student 3116,100,83,97,93,79,97,6,67,0
Student 3117,55,94,100,96,86,85,4,73,0
Student 3118,76,98,80,52,76,50,7,59,1
Student 3119,72,58,77,87,73,62,4,83,1
Student 3120,96,86,95,99,56,73,4,70,0
Student 3121,100,64,68,83,53,57,2,92,1
Student 3122,53,64,71,87,68,55,3,75,1
Student 3123,90,65,85,68,93,100,2,90,0
Student 3124,50,53,77,50,51,51,7,52,1
Student 3125,89,75,80,53,93,94,4,100,0
Student 3126,59,63,85,60,72,93,1,71,1
Student 3127,57,69,96,99,56,90,5,56,1
Student 3128,53,61,78,52,100,65,3,74,1
Student 3129,58,82,69,97,73,93,2,79,0
Student 3130,76,71,70,60,99,67,8,56,1
Student 3131,79,66,94,86,59,63,5,55,1
Student 3132,67,68,52,56,60,99,8,79,1
Student 3133,96,88,87,90,64,71,3,97,0
Student 3134,71,95,88,52,88,50,1,71,1
Student 3135,50,77,76,85,86,99,7,75,0
Student 3136,74,63,52,80,77,87,3,73,1
Student 3137,62,88,89,50,65,77,2,90,1
Student 3138,79,70,97,87,83,61,3,87,0
Student 3139,88,66,76,77,64,94,5,88,0
Student 3140,86,51,67,79,64,84,6,96,0
Student 3141,93,100,59,72,66,68,4,61,1
Student 3142,94,60,70,54,96,54,7,99,0
Student 3143,71,97,70,58,64,53,4,65,1
Student 3144,83,70,99,55,92,81,6,65,0
Student 3145,88,81,64,67,91,76,2,90,0
Student 3146,87,84,96,99,86,60,8,78,0
Student 3147,95,99,96,65,72,54,6,82,0
Student 3148,98,50,52,68,77,72,8,97,1
Student 3149,50,70,72,63,80,56,3,56,1
Student 3150,92,51,66,91,64,66,4,59,1
Student 3151,55,56,59,94,50,51,7,60,1
Student 3152,55,78,56,57,62,62,7,77,1
Student 3153,88,83,84,87,64,73,4,50,0
Student 3154,57,56,82,60,63,50,1,59,1
Student 3155,91,67,74,87,60,82,3,92,0
Student 3156,74,52,96,89,56,94,5,95,0
Student 3157,70,62,82,63,70,57,6,89,1
Student 3158,66,66,96,86,86,70,5,85,0
Student 3159,57,97,52,80,68,69,7,72,1
Student 3160,70,74,91,60,97,55,4,69,1
Student 3161,51,76,52,100,72,61,3,54,1
Student 3162,60,71,70,99,97,56,6,100,0
Student 3163,90,65,73,72,91,61,7,50,1
Student 3164,87,53,70,53,82,58,8,54,1
Student 3165,62,99,58,69,85,75,1,59,1
Student 3166,93,52,78,65,71,88,7,87,0
Student 3167,97,80,63,94,53,89,4,88,0
Student 3168,54,73,93,50,93,68,3,61,1
Student 3169,54,84,63,69,86,72,8,86,1
Student 3170,83,66,86,81,53,85,2,97,0
Student 3171,64,80,65,64,62,70,7,91,1
Student 3172,53,90,67,92,64,86,2,62,1
Student 3173,69,59,67,71,95,97,2,68,0
Student 3174,80,51,88,50,63,92,2,52,1
Student 3175,63,54,79,100,68,77,3,85,0
Student 3176,61,63,89,99,64,56,8,55,1
Student 3177,79,77,55,81,52,58,7,82,1
Student 3178,90,67,92,87,93,59,7,100,0
Student 3179,52,80,85,56,79,71,2,90,1
Student 3180,54,78,83,81,71,55,2,84,1
Student 3181,74,72,79,99,95,75,8,65,0
Student 3182,76,62,77,97,60,77,2,84,0
Student 3183,67,74,53,87,65,79,2,82,1
Student 3184,80,56,90,86,85,91,6,63,0
Student 3185,70,95,65,92,85,71,5,78,0
Student 3186,90,58,52,89,50,51,4,76,1
Student 3187,64,59,71,92,56,61,6,64,1
Student 3188,78,66,58,56,73,63,5,70,1
Student 3189,97,61,72,98,60,99,6,94,0
Student 3190,94,84,93,90,95,96,2,85,0
Student 3191,72,62,97,85,70,91,8,60,0
Student 3192,73,91,85,75,97,58,6,74,0
Student 3193,71,93,98,76,83,96,7,92,0
Student 3194,85,54,69,87,53,66,1,59,1
Student 3195,84,68,63,97,99,57,6,60,0
Student 3196,76,71,80,65,54,88,2,64,1
Student 3197,83,84,68,99,71,53,4,72,0
Student 3198,50,53,97,73,67,59,7,69,1
Student 3199,96,99,51,71,60,70,1,63,1
Student 3200,67,64,90,93,72,92,3,83,0
Student 3201,58,97,77,53,59,53,6,64,1
Student 3202,74,66,92,64,79,57,1,91,1
Student 3203,63,84,85,80,76,95,3,52,0
Student 3204,62,84,93,82,76,94,1,70,0
Student 3205,91,86,99,82,90,56,3,78,0
Student 3206,76,96,70,71,98,59,1,81,0
Student 3207,99,50,73,100,79,94,8,65,0
Student 3208,94,87,74,63,94,87,6,72,0
Student 3209,93,87,52,50,69,88,3,52,1
Student 3210,96,91,53,99,94,52,1,74,0
Student 3211,79,77,61,52,51,82,7,65,1
Student 3212,61,95,57,66,75,64,5,57,1
Student 3213,92,63,69,63,94,71,6,79,0
Student 3214,91,92,91,61,64,62,8,90,0
Student 3215,99,65,59,75,72,56,7,93,1
Student 3216,77,92,100,77,94,62,7,76,0
Student 3217,83,94,67,64,52,52,7,57,1
Student 3218,88,84,54,89,67,63,3,81,0
Student 3219,58,89,92,62,65,71,8,60,1
Student 3220,52,83,99,59,79,50,3,59,1
Student 3221,94,91,80,57,98,59,4,100,0
Student 3222,94,50,80,51,69,56,4,73,1
Student 3223,57,57,86,56,56,100,1,100,1
Student 3224,81,52,88,61,73,54,8,93,1
Student 3225,84,51,93,72,91,72,4,56,1
Student 3226,87,56,83,54,100,50,1,65,1
Student 3227,89,86,50,71,59,71,7,82,1
Student 3228,52,60,99,84,82,78,3,99,0
Student 3229,91,63,77,62,57,65,3,67,1
Student 3230,72,53,96,94,63,72,1,95,0
Student 3231,52,55,66,51,74,70,7,91,1
Student 3232,65,51,93,56,86,65,2,69,1
Student 3233,97,83,89,55,70,58,6,68,1
Student 3234,83,79,73,100,76,75,1,67,0
Student 3235,70,79,97,55,61,89,3,57,1
Student 3236,99,94,85,88,95,83,4,90,0
Student 3237,88,60,98,86,69,51,3,98,0
Student 3238,65,91,72,72,67,94,4,95,0
Student 3239,61,76,78,82,79,53,8,63,1
Student 3240,62,88,67,66,59,100,4,51,1
Student 3241,97,68,95,78,76,77,1,51,0
Student 3242,63,80,99,58,92,71,1,53,1
Student 3243,70,74,65,99,98,51,5,69,0
Student 3244,66,83,86,94,51,86,1,99,0
Student 3245,61,74,65,74,72,72,2,67,1
Student 3246,76,60,73,86,56,82,8,50,1
Student 3247,91,68,55,93,50,53,2,64,1
Student 3248,69,87,62,61,94,80,4,78,0
Student 3249,62,78,82,84,66,93,5,60,1
Student 3250,100,64,56,89,61,55,5,51,1
Student 3251,71,87,97,75,82,67,4,81,0
Student 3252,81,78,93,93,86,94,4,99,0
Student 3253,76,73,87,70,50,99,8,84,0
Student 3254,74,59,99,65,56,52,1,82,1
Student 3255,95,64,98,82,85,85,3,50,0
Student 3256,55,66,85,61,77,88,4,59,1
Student 3257,90,84,79,84,55,56,3,99,0
Student 3258,100,78,78,71,91,88,6,67,0
Student 3259,71,76,84,67,73,82,2,69,1
Student 3260,85,71,54,87,60,94,1,85,0
Student 3261,98,95,94,52,71,58,1,50,1
Student 3262,89,95,71,90,88,58,2,88,0
Student 3263,88,78,100,57,63,96,6,77,0
Student 3264,65,94,65,78,88,90,5,87,0
Student 3265,63,88,58,61,62,89,4,57,1
Student 3266,80,77,83,81,53,62,4,100,0
Student 3267,65,82,66,85,80,85,5,79,0
Student 3268,91,58,54,53,83,59,5,84,1
Student 3269,96,58,56,60,67,92,3,66,1
Student 3270,89,72,63,57,96,57,7,73,1
Student 3271,78,75,74,80,93,90,6,52,0
Student 3272,53,72,95,50,65,69,5,90,1
Student 3273,68,50,79,63,74,99,7,51,1
Student 3274,73,57,70,67,96,83,5,85,0
Student 3275,80,58,64,52,85,75,3,53,1
Student 3276,57,93,62,63,69,74,5,50,1
Student 3277,76,98,83,62,94,58,4,100,0
Student 3278,91,77,98,52,85,53,2,79,0
Student 3279,91,80,55,99,72,63,5,70,0
Student 3280,75,72,78,57,73,72,8,70,1
Student 3281,94,50,76,54,69,79,7,72,1
Student 3282,99,96,97,77,66,55,8,93,0
Student 3283,88,51,62,69,78,76,8,58,1
Student 3284,62,89,71,62,55,63,3,83,1
Student 3285,83,100,77,88,62,52,6,97,0
Student 3286,50,74,68,68,64,77,1,78,1
Student 3287,55,61,85,71,72,53,6,91,1
Student 3288,83,94,75,56,61,68,5,100,0
Student 3289,66,63,77,85,99,86,1,87,0
Student 3290,98,71,53,84,83,85,3,80,0
Student 3291,85,78,78,94,92,50,4,65,0
Student 3292,50,73,82,91,92,90,2,67,0
Student 3293,71,62,58,89,95,99,5,76,0
Student 3294,82,68,93,86,83,55,6,79,0
Student 3295,64,95,91,60,76,50,5,98,0
Student 3296,69,82,86,89,98,89,1,95,0
Student 3297,100,53,54,100,97,94,5,51,0
Student 3298,82,56,61,97,82,52,8,95,1
Student 3299,88,65,59,87,66,83,6,85,0
Student 3300,92,52,60,88,72,72,5,81,1
Student 3301,50,82,78,57,53,61,8,78,1
Student 3302,64,87,81,88,74,75,4,64,0
Student 3303,89,72,94,54,90,62,1,79,0
Student 3304,70,73,78,57,54,84,5,75,1
Student 3305,63,68,67,83,83,91,5,94,0
Student 3306,69,96,81,55,57,95,3,85,0
Student 3307,99,88,97,70,61,77,5,86,0
Student 3308,67,73,76,67,83,66,6,71,1
Student 3309,55,75,63,67,71,67,8,65,1
Student 3310,67,84,59,99,91,72,4,58,0
Student 3311,94,67,96,65,93,69,4,87,0
Student 3312,68,74,86,96,58,99,6,74,0
Student 3313,90,53,80,80,65,57,4,51,1
Student 3314,81,85,72,90,68,89,7,99,0
Student 3315,78,51,88,65,55,62,7,71,1
Student 3316,54,83,53,82,98,52,1,92,1
Student 3317,89,62,52,84,88,89,8,81,0
Student 3318,73,73,96,61,52,70,6,99,1
Student 3319,98,74,55,73,76,97,8,83,0
Student 3320,72,67,71,91,70,67,2,59,1
Student 3321,84,53,67,50,94,83,4,62,1
Student 3322,92,56,98,82,77,73,4,86,0
Student 3323,81,87,75,54,91,71,4,96,0
Student 3324,68,95,92,100,72,100,5,97,0
Student 3325,97,62,56,96,100,90,6,71,0
Student 3326,86,63,58,67,99,64,2,58,1
Student 3327,76,83,71,92,53,97,2,55,0
Student 3328,79,83,60,79,98,96,6,58,0
Student 3329,83,60,87,81,76,54,1,80,1
Student 3330,89,85,84,94,68,93,1,65,0
Student 3331,64,60,64,65,65,83,4,61,1
Student 3332,96,94,80,75,78,73,1,86,0
Student 3333,65,57,78,59,57,68,5,98,1
Student 3334,86,61,100,77,97,55,1,63,0
Student 3335,59,99,58,89,79,78,6,52,1
Student 3336,61,97,62,59,60,92,7,77,1
Student 3337,68,83,95,68,64,72,3,99,0
Student 3338,57,51,85,93,77,83,5,63,1
Student 3339,73,64,69,80,56,57,6,82,1
Student 3340,98,57,80,70,95,61,5,56,1
Student 3341,65,76,55,71,82,69,2,94,1
Student 3342,85,71,51,90,51,57,6,83,1
Student 3343,84,59,99,91,70,78,2,100,0
Student 3344,99,77,84,51,50,100,8,82,0
Student 3345,55,99,53,86,87,72,3,96,0
Student 3346,60,68,60,72,65,73,4,96,1
Student 3347,55,67,86,62,81,86,8,96,0
Student 3348,84,95,64,93,97,89,8,94,0
Student 3349,75,66,77,55,56,83,3,92,1
Student 3350,60,100,76,98,83,58,5,62,0
Student 3351,79,63,96,55,50,97,5,75,1
Student 3352,58,56,69,85,80,75,2,88,1
Student 3353,64,56,77,89,53,79,4,84,1
Student 3354,96,73,51,99,51,94,4,95,0
Student 3355,84,95,78,54,70,52,6,68,1
Student 3356,64,90,55,62,99,61,2,50,1
Student 3357,52,67,80,88,78,50,6,50,1
Student 3358,87,64,63,81,53,82,8,77,1
Student 3359,85,82,54,62,50,85,3,56,1
Student 3360,56,55,52,71,62,66,3,53,1
Student 3361,50,55,95,81,88,84,1,95,0
Student 3362,55,98,97,87,97,100,3,56,0
Student 3363,58,72,62,66,84,51,5,87,1
Student 3364,89,53,52,52,60,94,2,61,1
Student 3365,94,80,95,87,96,99,6,53,0
Student 3366,70,67,63,70,93,53,2,52,1
Student 3367,85,64,63,67,80,89,4,66,1
Student 3368,68,60,84,97,65,67,8,84,1
Student 3369,97,99,91,72,55,68,5,67,0
Student 3370,98,90,61,69,79,58,3,80,0
Student 3371,82,58,56,50,74,61,3,98,1
Student 3372,79,100,65,81,67,62,4,72,0
Student 3373,90,57,63,91,80,52,4,90,1
Student 3374,80,58,96,76,63,50,1,68,1
Student 3375,69,73,81,82,77,81,3,53,1
Student 3376,77,79,56,76,91,54,7,79,1
Student 3377,56,67,73,50,62,54,4,53,1
Student 3378,69,51,65,63,99,84,1,54,1
Student 3379,62,76,69,56,77,91,3,74,1
Student 3380,81,53,69,77,78,99,3,72,0
Student 3381,69,50,65,74,94,55,5,91,1
Student 3382,74,100,51,51,89,95,3,93,0
Student 3383,87,99,71,75,79,78,1,61,0
Student 3384,57,64,76,63,56,73,5,85,1
Student 3385,96,58,69,70,74,51,5,77,1
Student 3386,63,93,97,52,53,79,5,84,1
Student 3387,54,78,50,87,60,76,1,62,1
Student 3388,87,50,79,80,73,88,4,77,0
Student 3389,69,54,73,70,57,81,3,89,1
Student 3390,64,92,80,86,79,76,4,56,0
Student 3391,90,99,88,69,80,85,3,61,0
Student 3392,82,100,79,87,93,67,8,55,0
Student 3393,60,88,57,83,66,84,6,93,0
Student 3394,99,84,54,61,58,86,5,58,1
Student 3395,82,88,84,96,94,82,8,73,0
Student 3396,64,89,73,64,54,79,5,69,1
Student 3397,94,59,78,93,52,79,4,63,1
Student 3398,70,55,91,98,95,78,6,71,0
Student 3399,91,71,96,68,68,96,4,74,0
Student 3400,61,51,100,74,62,84,2,90,1
Student 3401,73,70,77,94,76,57,3,74,1
Student 3402,77,87,83,92,86,78,4,66,0
Student 3403,77,72,66,56,66,86,6,80,1
Student 3404,81,82,58,63,91,77,8,84,0
Student 3405,81,74,75,95,74,65,5,65,0
Student 3406,62,78,97,75,82,96,8,85,0
Student 3407,75,89,87,53,95,62,6,66,0
Student 3408,85,97,61,84,68,98,5,82,0
Student 3409,85,67,95,94,62,80,6,66,0
Student 3410,63,57,61,54,74,62,3,97,1
Student 3411,80,84,68,72,62,92,8,94,0
Student 3412,69,61,67,92,81,72,2,61,1
Student 3413,55,55,83,87,72,65,2,71,1
Student 3414,89,50,55,59,87,70,6,62,1
Student 3415,63,63,77,77,66,60,2,78,1
Student 3416,86,98,54,97,95,63,4,73,0
Student 3417,97,69,80,59,51,67,6,73,1
Student 3418,74,88,80,64,65,78,6,77,0
Student 3419,77,93,82,57,63,75,8,89,0
Student 3420,85,87,72,63,73,67,3,65,1
Student 3421,74,92,68,79,64,94,5,75,0
Student 3422,57,100,74,82,81,79,3,74,0
Student 3423,60,58,84,61,97,58,3,100,1
Student 3424,68,59,100,65,85,51,6,73,1
Student 3425,86,74,72,98,72,68,3,98,0
Student 3426,86,79,81,90,62,52,3,70,1
Student 3427,97,63,61,74,87,64,6,84,0
Student 3428,67,100,81,60,89,84,3,52,0
Student 3429,97,55,60,90,55,87,7,50,1
Student 3430,61,64,50,56,55,66,4,76,1
Student 3431,77,52,88,81,74,58,5,81,1
Student 3432,72,52,98,60,74,59,5,73,1
Student 3433,92,77,100,94,75,70,3,84,0
Student 3434,52,59,93,79,100,87,2,62,0
Student 3435,61,69,72,59,52,95,3,79,1
Student 3436,89,54,65,57,99,81,3,79,1
Student 3437,55,96,60,97,90,94,2,51,0
Student 3438,96,65,61,72,88,84,4,85,0
Student 3439,60,81,67,52,61,84,1,57,1
Student 3440,91,68,91,70,79,62,4,83,0
Student 3441,86,50,80,74,99,74,8,59,1
Student 3442,88,92,54,74,76,95,3,89,0
Student 3443,94,98,57,99,83,100,3,52,0
Student 3444,74,98,50,72,84,80,6,72,0
Student 3445,54,61,95,83,88,100,7,81,0
Student 3446,61,71,97,62,96,87,4,93,0
Student 3447,53,52,90,94,59,67,8,59,1
Student 3448,52,92,85,86,92,91,7,57,0
Student 3449,82,68,65,83,70,98,2,69,0
Student 3450,81,97,53,100,94,76,3,52,0
Student 3451,52,91,73,67,79,96,1,97,0
Student 3452,95,56,100,84,96,85,3,77,0
Student 3453,71,93,93,58,90,84,8,73,0
Student 3454,52,91,79,87,61,71,8,51,1
Student 3455,94,71,60,90,81,55,5,54,1
Student 3456,68,74,59,63,67,73,8,82,1
Student 3457,67,66,91,86,69,98,1,88,0
Student 3458,97,78,70,85,67,95,5,68,0
Student 3459,80,86,90,80,66,64,2,58,1
Student 3460,88,95,64,53,99,70,4,66,0
Student 3461,99,63,50,90,98,87,5,68,0
Student 3462,94,78,62,68,70,81,5,89,0
Student 3463,58,79,100,61,59,64,3,52,1
Student 3464,98,60,90,67,73,79,6,61,0
Student 3465,95,56,82,53,98,70,4,94,0
Student 3466,59,56,73,63,79,85,8,51,1
Student 3467,81,66,52,69,71,53,6,61,1
Student 3468,68,60,93,53,77,59,5,78,1
Student 3469,50,66,81,88,78,97,5,59,1
Student 3470,91,57,72,64,60,82,6,66,1
Student 3471,97,84,54,93,97,66,1,90,0
Student 3472,86,86,57,65,94,61,5,91,0
Student 3473,50,97,61,69,72,58,1,72,1
Student 3474,92,57,92,90,75,82,8,93,0
Student 3475,87,67,64,51,84,75,8,87,1
Student 3476,62,64,50,68,53,97,3,76,1
Student 3477,87,74,77,57,79,94,4,53,1
Student 3478,83,84,77,81,50,59,3,81,1
Student 3479,71,50,80,66,97,55,1,93,1
Student 3480,70,69,89,97,79,62,2,63,0
Student 3481,58,88,97,64,67,58,1,89,1
Student 3482,97,73,66,98,78,91,7,85,0
Student 3483,75,72,55,51,88,92,7,57,1
Student 3484,80,84,54,94,98,94,8,89,0
Student 3485,99,63,64,95,54,75,8,53,1
Student 3486,64,65,83,73,55,100,8,91,0
Student 3487,82,55,64,67,60,73,3,65,1
Student 3488,93,63,68,82,96,89,3,87,0
Student 3489,85,53,59,80,88,65,8,73,1
Student 3490,93,54,58,79,54,100,7,90,0
Student 3491,95,87,84,54,62,73,2,98,0
Student 3492,80,91,91,93,52,77,3,55,0
Student 3493,92,52,83,96,89,69,7,82,0
Student 3494,85,55,51,55,53,67,8,98,1
Student 3495,94,50,96,98,82,53,4,66,0
Student 3496,51,98,88,53,81,89,4,79,0
Student 3497,65,100,73,58,83,67,8,99,0
Student 3498,86,92,97,76,93,96,6,68,0
Student 3499,73,81,65,91,98,59,3,82,0
Student 3500,85,81,78,69,50,94,1,59,1
Student 3501,59,61,68,82,56,88,5,62,1
Student 3502,74,69,96,81,55,92,3,68,0
Student 3503,62,53,74,84,68,100,3,78,1
Student 3504,80,70,56,55,59,74,6,72,1
Student 3505,88,79,70,53,77,94,5,71,0
Student 3506,70,82,92,98,82,78,2,58,0
Student 3507,94,50,72,63,86,51,8,92,1
Student 3508,97,79,59,86,51,56,7,55,1
Student 3509,91,67,65,90,87,66,6,95,0
Student 3510,100,93,66,82,54,65,7,77,0
Student 3511,73,96,62,67,85,58,8,99,0
Student 3512,96,98,98,71,86,93,4,78,0
Student 3513,72,95,76,74,58,97,4,99,0
Student 3514,81,65,81,71,67,65,2,78,1
Student 3515,63,58,94,79,88,51,3,99,0
Student 3516,87,75,66,60,53,62,7,50,1
Student 3517,67,66,68,81,51,97,3,93,1
Student 3518,91,61,87,68,62,77,7,73,1
Student 3519,69,91,95,53,79,67,8,77,0
Student 3520,80,60,64,92,76,94,3,73,0
Student 3521,84,68,64,67,56,100,8,67,1
Student 3522,87,87,56,74,55,93,3,99,0
Student 3523,87,95,52,78,72,52,7,66,1
Student 3524,94,77,87,63,68,86,4,75,0
Student 3525,56,70,74,80,80,72,7,86,1
